ID,Motif,Banji,Buketan,Ceplok,Encim,Kawung,LungLungan,Madura,MegaMendung,ParangRusak,Parang,SekarJagad,Truntum,Kipas,Semen,Fauna
BTK0326,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0327,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0328,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0329,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0330,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0331,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0332,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0333,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0334,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0335,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0336,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0337,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0338,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0339,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0340,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0341,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0342,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0343,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0344,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0345,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0346,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0347,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0348,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0349,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0350,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0351,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0352,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0353,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0354,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0355,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0356,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0357,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0358,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0359,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0360,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0361,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0362,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0363,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0364,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0365,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0366,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0367,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0368,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0369,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0370,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0371,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0372,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0373,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0374,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0375,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0376,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0377,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0378,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0379,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0380,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0381,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0382,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0383,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0384,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0385,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0386,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0387,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0388,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0389,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0390,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0391,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0392,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0393,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0394,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0395,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0396,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0397,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0398,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0399,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0400,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0401,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0402,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0403,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0404,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0405,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0406,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0407,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0408,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0409,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0410,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0411,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0412,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0413,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0414,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0415,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0416,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0417,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0418,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0419,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0420,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0421,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0422,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0423,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0424,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0425,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0426,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0427,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0428,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0429,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0430,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0431,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0432,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0433,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0434,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0435,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0436,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0437,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0438,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0439,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0440,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0441,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0442,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0443,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0444,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0445,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0446,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0447,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0448,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0449,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0450,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0451,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0452,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0453,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0454,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0455,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0456,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0457,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0458,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0459,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0460,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0461,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0462,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0463,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0464,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0465,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0466,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0467,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0468,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0469,['Buketan'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BTK0470,"['Buketan';'Kawung']",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
BTK0471,"['Buketan','Kawung']",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
BTK0472,"['Buketan','Kawung']",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
BTK0473,"['Buketan','Kawung']",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
BTK0474,"['Buketan','Kawung']",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
BTK0475,"['Buketan','Kawung']",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
BTK0476,"['Buketan','Kawung']",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
BTK0477,"['Buketan','Kawung']",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
BTK0478,"['Buketan','Kawung']",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
BTK0479,"['Buketan','Kawung']",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
BTK0480,"['Buketan','Kawung']",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
BTK0481,"['Buketan','Kawung']",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
BTK0482,"['Buketan','Kawung']",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
BTK0483,"['Buketan','Kawung']",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
BTK0484,"['Buketan','Kawung']",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
BTK0485,"['Buketan','Kawung']",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
BTK0486,"['Buketan','Kawung']",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
BTK0487,"['Buketan','Kawung']",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
BTK0488,"['Buketan','Parang']",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
BTK0489,"['Buketan','Parang']",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
BTK0490,"['Buketan','Parang']",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
BTK0491,"['Buketan','Parang']",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
BTK0492,"['Buketan','Parang']",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
BTK0493,"['Buketan','Parang']",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
BTK0494,"['Buketan','Parang']",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
BTK0495,"['Buketan','Parang']",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
BTK0496,"['Buketan','Parang']",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
BTK0497,"['Buketan','Parang']",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
BTK0498,"['Buketan','Parang']",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
BTK0499,"['Buketan','Parang']",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
BTK0500,"['Buketan','Parang']",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
BTK0501,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0502,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0503,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0504,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0505,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0506,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0507,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0508,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0509,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0510,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0511,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0512,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0513,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0514,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0515,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0516,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0517,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0518,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0519,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0520,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0521,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0522,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0523,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0524,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0525,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0526,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0527,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0528,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0529,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0530,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0531,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0532,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0533,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0534,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0535,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0536,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0537,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0538,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0539,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0540,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0541,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0542,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0543,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0544,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0545,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0546,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0547,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0548,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0549,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0550,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0551,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0552,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0553,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0554,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0555,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0556,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0557,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0558,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0559,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0560,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0561,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0562,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0563,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0564,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0565,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0566,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0567,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0568,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0569,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0570,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0571,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0572,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0573,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0574,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0575,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0576,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0577,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0578,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0579,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0580,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0581,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0582,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0583,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0584,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0585,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0586,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0587,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0588,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0589,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0590,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0591,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0592,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0593,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0594,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0595,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0596,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0597,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0598,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0599,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0600,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0601,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0602,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0603,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0604,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0605,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0606,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0607,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0608,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0609,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0610,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0611,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0612,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0613,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0614,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0615,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0616,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0617,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0618,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0619,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0620,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0621,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0622,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0623,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0624,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0625,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0626,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0627,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0628,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0629,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0630,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0631,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0632,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0633,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0634,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0635,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0636,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0637,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0638,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0639,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0640,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BTK0641,['Ceplok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
